gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,LTV,CustomerSegment
0,0,1,0,57,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35,1,5956.5,High Value
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0,139.6,Low Value
0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1759.4,0,1774.45,Medium Value
0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45,0,876.2499999999999,Low Value
0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,7774.05,0,7783.2,High Value
0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,134.05,0,168.1,Low Value
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,0,20.2,140.95,0,161.6,Low Value
0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95,1,253.0,Low Value
1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1701.65,0,1722.0,Medium Value
1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65,0,590.4000000000001,Low Value
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,71.65,135.75,0,143.3,Low Value
1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,1,1,104.9,7732.65,0,7552.8,High Value
0,0,0,0,41,1,2,1,2,2,2,2,2,0,0,1,2,106.5,4282.4,0,4366.5,Medium Value
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,219.65,1,197.4,Low Value
1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,2018.1,0,1963.0,Medium Value
1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0,1,659.75,Low Value
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,68.95,68.95,1,68.95,Low Value
0,0,1,1,4,1,2,0,0,2,0,2,0,0,0,1,3,58.5,224.85,0,234.0,Low Value
1,0,0,0,48,1,0,0,0,2,2,2,2,2,2,0,1,78.9,3771.5,0,3787.2000000000003,Medium Value
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75,1,187.7,Low Value
0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,943.85,0,950.4000000000001,Low Value
1,0,1,0,60,1,2,1,2,0,2,2,2,2,0,1,0,109.45,6572.85,0,6567.0,High Value
1,0,0,0,55,1,0,0,2,0,2,2,0,0,2,1,2,59.2,3175.85,0,3256.0,Medium Value
1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,29.15,29.15,0,29.15,Low Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,20.05,Low Value
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,318.9,1,304.2,Low Value
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,24.45,1,24.45,Low Value
0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2762.75,0,2793.0,Medium Value
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,49.55,49.55,0,49.55,Low Value
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85,1,625.4499999999999,Low Value
1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5,0,220.79999999999998,Low Value
0,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,82.65,5919.35,0,5950.8,High Value
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.0,749.25,0,735.0,Low Value
1,0,1,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.35,307.4,1,321.4,Low Value
0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,245.15,0,277.2,Low Value
0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,134.75,0,127.25,Low Value
0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,1,2,55.8,55.8,1,55.8,Low Value
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.9,8240.85,0,7984.8,High Value
0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,4266.4,0,4276.25,Medium Value
0,0,1,1,40,1,2,2,1,1,1,1,1,1,0,1,2,26.2,1077.5,0,1048.0,Medium Value
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1115.6,0,1134.3,Medium Value
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05,1,79.05,Low Value
1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,95.0,1,95.0,Low Value
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.2,25.2,1,25.2,Low Value
1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,4079.55,0,4204.2,Medium Value
1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,4187.75,1,4034.4,Medium Value
1,0,1,0,43,1,0,0,0,0,0,0,2,0,1,1,3,56.35,2391.15,0,2423.05,Medium Value
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,890.5,0,907.1,Low Value
1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,137.25,0,151.2,Low Value
1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,5154.6,1,5240.400000000001,High Value
1,0,1,1,55,1,0,0,0,0,2,2,0,0,2,1,1,55.25,3119.9,0,3038.75,Medium Value
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,529.5,0,553.9000000000001,Low Value
0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,2,84.05,966.55,0,1008.5999999999999,Medium Value
0,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,2,105.2,6936.85,0,6943.2,High Value
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3496.3,1,3549.0,Medium Value
1,1,1,0,10,1,2,1,0,0,2,0,0,2,0,1,2,89.8,914.3,1,898.0,Low Value
1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1929.0,0,2045.25,Medium Value
0,0,0,0,58,1,0,1,0,0,0,2,2,2,0,1,2,95.3,5817.7,0,5527.4,High Value
1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,1,5926.5,High Value
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.85,178.8,0,178.65,Low Value
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,1,19.3,28.3,1,38.6,Low Value
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,0,414.59999999999997,Low Value
0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,2351.8,1,2372.5,Medium Value
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,186.15,0,182.25,Low Value
1,0,1,0,8,1,0,0,0,2,2,0,0,0,0,1,3,54.75,445.85,0,438.0,Low Value
1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,81.45,912.0,0,977.4000000000001,Low Value
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,679.55,1,736.5,Low Value
1,0,1,0,43,1,2,0,2,0,2,0,2,2,1,1,2,80.2,3581.6,0,3448.6,Medium Value
1,0,0,0,42,1,2,1,0,0,0,2,2,2,0,1,2,100.3,4222.95,0,4212.599999999999,Medium Value
0,0,0,0,31,1,2,0,2,0,2,2,0,0,0,0,1,65.25,1994.3,1,2022.75,Medium Value
0,0,0,1,66,1,2,1,2,0,2,2,0,0,2,1,1,90.95,5930.05,0,6002.7,High Value
0,1,0,0,18,1,2,1,0,2,0,2,0,0,0,1,2,85.45,1505.85,1,1538.1000000000001,Medium Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.0,20.0,0,20.0,Low Value
1,0,1,0,61,1,2,1,0,2,0,2,2,0,2,1,2,94.1,5638.3,1,5740.099999999999,High Value
1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,797.25,0,798.5,Low Value
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,1,71.65,Low Value
0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,1359.45,0,1323.8999999999999,Medium Value
1,0,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.65,2542.45,1,2511.6000000000004,Medium Value
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.3,54.7,0,57.900000000000006,Low Value
1,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,1,20.15,989.05,0,1007.4999999999999,Medium Value
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.55,44.55,0,44.55,Low Value
1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,1,3,54.45,87.3,0,108.9,Low Value
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,0,19.65,351.55,0,334.04999999999995,Low Value
1,0,1,1,69,1,2,1,0,2,2,0,2,2,2,1,2,105.0,7297.75,0,7245.0,High Value
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,88.7,6301.7,0,6386.400000000001,High Value
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,210.3,1,222.75,Low Value
1,1,1,1,50,1,2,0,2,2,2,0,0,2,2,1,0,75.15,3822.45,0,3757.5000000000005,Medium Value
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1048.45,0,1073.25,Medium Value
0,0,1,0,58,1,2,1,2,2,0,2,2,2,2,1,1,109.1,6393.65,0,6327.799999999999,High Value
1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,1,0,30.75,1489.3,0,1414.5,Medium Value
1,1,1,0,72,1,2,1,2,2,2,2,2,2,0,1,1,112.9,8061.5,0,8128.8,High Value
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.2,74.2,1,74.2,Low Value
0,0,1,1,6,1,2,1,0,2,2,0,2,0,0,1,3,94.05,518.75,0,564.3,Low Value
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.85,5763.15,0,5677.2,High Value
1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,1,3,55.3,238.5,0,221.2,Low Value
0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1031.7,0,1006.2,Medium Value
0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,20.45,34.8,0,40.9,Low Value
0,0,1,0,65,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1319.95,0,1257.75,Medium Value
1,1,1,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.0,4388.4,1,4343.0,Medium Value
1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,420.2,1,400.8,Low Value
1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,1,2,89.05,2177.45,1,2226.25,Medium Value
0,0,1,0,51,1,2,0,0,2,0,2,2,2,1,1,1,78.65,3950.85,0,4011.15,Medium Value
1,0,0,0,12,1,2,0,0,0,2,0,2,2,0,0,0,74.75,827.05,0,897.0,Low Value
0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3913.3,1,3995.7,Medium Value
0,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,19.9,533.5,0,477.59999999999997,Low Value
0,0,1,0,64,1,2,0,0,0,2,2,0,0,1,0,0,58.35,3756.45,0,3734.4,Medium Value
0,0,0,0,4,1,0,1,0,2,2,2,2,2,1,1,2,105.65,443.9,1,422.6,Low Value
0,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,0,100.5,2599.95,0,2613.0,Medium Value
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,20.05,284.3,0,300.75,Low Value
1,1,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,25.65,1740.8,0,1641.6,Medium Value
1,1,1,0,36,1,2,1,0,2,0,0,2,2,0,1,2,96.5,3436.1,1,3474.0,Medium Value
0,0,1,0,27,1,2,1,0,0,0,0,2,2,0,0,1,95.0,2462.55,0,2565.0,Medium Value
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,70.85,1,70.85,Low Value
0,0,0,0,35,1,2,0,2,0,2,2,2,2,1,1,1,85.95,3110.1,1,3008.25,Medium Value
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,280.85,1,295.6,Low Value
0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,1,2,45.45,411.75,0,363.6,Low Value
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,1,20.0,198.6,0,200.0,Low Value
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.2,103.7,0,98.4,Low Value
0,0,1,0,58,1,2,1,2,2,2,0,2,2,2,1,0,109.45,6144.55,1,6348.1,High Value
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.25,4089.45,0,4245.75,Medium Value
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.25,864.2,0,885.5,Low Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.65,19.65,0,19.65,Low Value
1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,0,0,72.8,3249.4,0,3348.7999999999997,Medium Value
0,0,1,0,50,1,2,1,2,2,0,2,2,2,0,1,0,109.65,5405.8,0,5482.5,High Value
1,0,1,1,53,1,0,0,0,2,0,2,2,0,0,0,1,65.0,3363.8,0,3445.0,Medium Value
1,0,1,0,61,1,2,1,0,2,2,2,2,2,0,1,2,114.1,7132.15,0,6960.099999999999,High Value
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.65,93.55,0,103.25,Low Value
1,0,0,0,47,1,0,0,2,2,2,2,2,2,1,1,0,86.95,4138.9,0,4086.65,Medium Value
0,0,0,0,54,1,2,1,0,2,2,0,2,0,1,1,0,94.75,5121.75,0,5116.5,High Value
1,0,0,1,19,0,1,0,0,0,0,0,0,0,0,1,1,25.35,566.1,0,481.65000000000003,Low Value
0,0,0,1,26,1,0,1,0,2,2,2,2,2,2,1,2,105.45,2715.3,0,2741.7000000000003,Medium Value
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1782.05,0,1778.0,Medium Value
1,0,1,0,17,1,2,1,0,2,2,0,2,2,0,1,2,102.55,1742.5,0,1743.35,Medium Value
0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2983.8,1,3006.0,Medium Value
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,24.0,24.0,0,24.0,Low Value
0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,0,3,25.6,485.9,0,486.40000000000003,Low Value
0,0,1,0,26,1,0,0,0,2,2,0,2,2,2,1,1,73.5,1905.7,0,1911.0,Medium Value
0,0,1,1,21,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1565.7,1,1555.05,Medium Value
1,0,1,0,50,1,2,1,0,2,0,0,2,2,1,1,2,98.25,4858.7,0,4912.5,Medium Value
0,0,1,0,68,0,1,0,2,0,2,0,2,2,1,1,2,54.4,3723.65,0,3699.2,Medium Value
1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,0,101.55,298.35,1,304.65,Low Value
1,0,1,1,9,1,0,1,0,0,2,2,2,2,0,0,2,103.1,970.45,0,927.9,Low Value
0,0,1,1,51,0,1,0,2,0,0,2,0,0,2,0,0,34.2,1782.0,0,1744.2,Medium Value
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,2,43.75,405.7,0,393.75,Low Value
1,1,1,1,41,1,2,1,0,2,2,2,2,2,1,1,2,111.95,4534.9,1,4589.95,Medium Value
1,0,0,0,22,1,2,1,0,2,0,0,2,2,0,1,2,100.65,2415.95,0,2214.3,Medium Value
0,0,1,1,21,0,1,0,2,0,2,0,2,2,1,1,2,55.95,1157.05,1,1174.95,Medium Value
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,116.05,8297.5,0,8239.55,High Value
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.75,45.75,1,45.75,Low Value
1,0,1,1,26,1,2,0,0,0,2,2,2,2,1,1,1,82.0,2083.1,0,2132.0,Medium Value
1,0,1,0,71,1,2,0,2,2,0,2,0,0,2,0,0,65.15,4681.75,0,4625.650000000001,Medium Value
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,44.8,176.2,0,179.2,Low Value
0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,79.8,1001.2,0,957.5999999999999,Low Value
0,0,1,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.85,1594.75,0,1599.3,Medium Value
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.95,212.4,0,224.85000000000002,Low Value
0,1,1,0,72,1,2,1,2,2,0,0,2,2,1,1,0,106.85,7677.4,0,7693.2,High Value
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,0,2,74.95,815.5,1,824.45,Low Value
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,80.15,80.15,1,80.15,Low Value
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,1,19.3,259.65,0,250.9,Low Value
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,2,109.25,8109.8,1,7866.0,High Value
1,0,1,0,42,1,2,0,2,0,0,0,0,0,1,0,1,56.1,2386.85,0,2356.2000000000003,Medium Value
0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,19.7,340.35,0,334.9,Low Value
0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,3,51.3,419.35,0,359.09999999999997,Low Value
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,3,118.6,7990.05,0,8064.799999999999,High Value
1,0,1,1,56,1,2,2,1,1,1,1,1,1,2,0,0,24.15,1402.25,0,1352.3999999999999,Medium Value
0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,3,20.3,749.35,0,771.4,Low Value
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,115.5,8425.15,0,8316.0,High Value
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,1,25.05,1171.5,0,1202.4,Medium Value
0,1,1,0,52,1,2,1,2,2,2,0,2,2,0,1,2,109.1,5647.95,0,5673.2,High Value
0,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,3,19.65,708.8,0,687.75,Low Value
1,0,1,0,67,1,2,1,0,2,2,2,2,2,2,1,0,111.3,7567.2,0,7457.099999999999,High Value
0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.9,29.9,0,29.9,Low Value
1,0,0,0,53,1,0,1,0,2,0,2,0,0,0,1,3,80.6,4348.1,0,4271.799999999999,Medium Value
1,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.8,635.9,0,707.2,Low Value
0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,1,35.2,108.95,1,105.60000000000001,Low Value
0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.8,78.8,1,78.8,Low Value
1,0,0,0,19,1,0,1,0,0,2,2,2,0,0,0,3,89.95,1682.4,0,1709.05,Medium Value
0,1,1,0,60,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6925.9,0,6963.0,High Value
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,1,19.55,223.15,0,215.05,Low Value
0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,106.4,5127.95,1,5000.8,High Value
1,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,2,49.4,874.8,1,889.1999999999999,Low Value
0,0,1,1,60,1,2,1,2,2,2,2,2,2,2,0,1,115.25,6758.45,0,6915.0,High Value
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,24.8,1874.3,0,1785.6000000000001,Medium Value
1,0,0,0,39,1,0,2,1,1,1,1,1,1,1,0,3,19.9,791.15,0,776.0999999999999,Low Value
0,0,1,0,59,1,0,1,2,0,2,0,0,0,1,1,1,81.25,4639.45,0,4793.75,Medium Value
1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,3,69.95,143.9,0,139.9,Low Value
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.1,69.1,1,69.1,Low Value
1,0,1,1,20,1,0,1,0,0,0,0,2,2,0,1,2,90.2,1776.55,1,1804.0,Medium Value
0,0,0,0,6,1,2,1,0,0,0,0,2,2,0,1,0,93.55,536.4,1,561.3,Low Value
1,0,0,0,71,1,2,1,0,0,2,2,0,0,2,1,1,86.4,6172.0,0,6134.400000000001,High Value
0,0,1,0,24,1,2,0,2,2,2,0,0,0,0,0,3,66.3,1559.45,0,1591.1999999999998,Medium Value
1,1,1,0,67,1,2,1,0,0,0,0,2,2,0,1,1,94.65,6079.0,0,6341.55,High Value
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,3,80.85,80.85,1,80.85,Low Value
0,0,1,1,48,1,2,1,0,0,0,0,0,2,1,1,3,82.05,4029.95,1,3938.3999999999996,Medium Value
0,0,1,0,37,1,2,0,0,2,0,2,0,2,1,0,3,72.1,2658.4,0,2667.7,Medium Value
1,0,0,0,11,0,1,0,0,2,2,0,0,0,0,0,3,34.7,383.55,0,381.70000000000005,Low Value
1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.55,51.15,1,61.650000000000006,Low Value
0,0,1,0,18,1,0,1,0,0,2,0,2,2,0,1,1,95.95,1745.5,0,1727.1000000000001,Medium Value
1,0,1,1,50,1,0,0,0,0,0,0,0,0,1,1,0,44.8,2230.85,0,2240.0,Medium Value
0,0,1,1,67,1,2,1,2,0,2,2,2,2,1,1,2,109.4,7281.6,0,7329.8,High Value
0,0,1,0,25,1,0,0,2,2,0,2,0,2,0,1,3,71.05,1837.7,0,1776.25,Medium Value
0,1,0,0,2,1,2,1,0,0,2,0,0,0,0,1,2,78.55,149.55,1,157.1,Low Value
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,1,19.7,180.7,0,177.29999999999998,Low Value
0,0,0,1,10,0,1,0,2,2,0,2,0,0,1,0,3,40.25,411.45,0,402.5,Low Value
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1328.35,0,1389.5,Medium Value
1,0,0,0,9,1,0,0,2,0,2,2,0,2,0,1,0,68.25,576.95,0,614.25,Low Value
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,1,20.15,68.45,0,80.6,Low Value
0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,3,50.95,123.05,0,101.9,Low Value
0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,78.65,78.65,1,78.65,Low Value
1,0,0,0,19,0,1,0,0,0,0,0,0,0,0,1,0,25.15,468.35,0,477.84999999999997,Low Value
1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,1,0,20.25,174.7,0,141.75,Low Value
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,42.9,42.9,1,42.9,Low Value
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,44.0,0,44.0,Low Value
0,0,1,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.25,172.35,0,182.25,Low Value
0,0,0,0,3,0,1,0,2,0,0,2,0,0,0,0,3,34.25,139.35,1,102.75,Low Value
0,0,0,0,9,0,1,0,2,0,2,2,2,2,0,0,3,58.5,539.85,1,526.5,Low Value
0,0,0,0,5,1,0,0,2,0,2,0,0,0,0,0,1,55.8,300.4,0,279.0,Low Value
0,0,1,1,56,1,0,1,0,0,0,0,2,2,1,0,0,88.9,4968.0,0,4978.400000000001,Medium Value
0,0,0,1,18,1,2,0,2,0,0,0,0,0,0,0,3,57.65,992.7,0,1037.7,Medium Value
1,1,0,0,49,1,2,1,0,0,0,0,2,2,0,1,2,96.2,4718.25,1,4713.8,Medium Value
1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,0,3,79.15,5536.5,0,5540.5,High Value
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,1,108.05,7806.6,0,7779.599999999999,High Value
0,1,0,0,6,1,0,1,0,0,2,0,0,0,0,0,2,74.4,434.1,1,446.40000000000003,Low Value
1,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.8,1563.9,0,1611.6,Medium Value
1,0,1,0,29,0,1,0,0,0,0,0,2,2,0,1,2,45.9,1332.4,0,1331.1,Medium Value
0,0,1,0,6,1,2,1,0,2,2,0,2,2,0,1,2,105.3,545.2,1,631.8,Low Value
1,0,1,0,63,1,2,1,0,0,2,0,2,2,2,0,2,102.6,6296.75,0,6463.799999999999,High Value
1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,1284.2,1,1181.6,Medium Value
1,0,0,0,59,1,0,0,0,0,2,0,0,2,1,1,0,61.35,3645.5,0,3619.65,Medium Value
0,0,0,0,3,1,0,0,0,0,2,0,2,0,0,0,2,57.55,161.45,0,172.64999999999998,Low Value
0,0,0,0,8,0,1,0,0,2,0,0,0,0,0,1,3,29.25,226.95,0,234.0,Low Value
0,1,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.55,646.85,1,591.85,Low Value
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,19.6,1441.65,0,1332.8000000000002,Medium Value
0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,0,1,111.75,7511.3,0,7599.0,High Value
0,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,2,106.5,5621.85,0,5538.0,High Value
1,0,1,1,72,1,2,1,2,2,0,2,2,2,2,1,1,107.7,7919.8,0,7754.400000000001,High Value
0,0,1,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.3,593.2,0,617.6,Low Value
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1423.65,0,1443.6000000000001,Medium Value
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,69.95,69.95,0,69.95,Low Value
1,0,1,1,42,1,0,0,2,0,0,2,0,2,1,0,1,63.7,2763.35,0,2675.4,Medium Value
0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,692.1,1,618.75,Low Value
1,0,0,0,45,1,0,0,2,0,0,0,0,0,0,1,0,50.9,2298.55,0,2290.5,Medium Value
0,0,1,1,43,0,1,0,2,0,2,2,2,2,1,1,1,60.4,2640.55,0,2597.2,Medium Value
1,0,1,0,37,1,2,0,2,0,2,0,2,2,1,0,3,79.25,2911.8,0,2932.25,Medium Value
0,1,0,0,20,1,2,1,0,0,0,0,0,2,0,1,1,85.8,1727.5,1,1716.0,Medium Value
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,24.45,86.6,1,97.8,Low Value
1,0,1,0,63,1,0,1,2,2,2,2,2,2,2,1,1,110.1,6705.7,0,6936.299999999999,High Value
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,0,3,90.7,237.65,0,272.1,Low Value
1,0,1,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,1672.35,0,1669.8,Medium Value
1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2979.5,1,2959.6,Medium Value
0,1,0,0,8,1,2,1,0,0,0,0,0,2,0,0,2,85.2,695.75,0,681.6,Low Value
